0 0 0     0.000128416 0 0
0.0315903 -0.00294183 0.00770479     0.0315903 -0.00294183 0.00770479
0.0315903 -0.00294183 0.00770479     0.0315903 -0.00294183 0.00770479
0.0315903 -0.00294183 0.00770479     0.0315903 -0.00294183 0.00770479
0.0315903 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0317188 -0.00294183 0.00770479
0.0317188 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0318472 -0.00294183 0.00770479
0.0318472 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.0319756 -0.00294183 0.00770479
0.0319756 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.032104 -0.00294183 0.00770479
0.032104 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0322324 -0.00294183 0.00770479
0.0322324 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0323608 -0.00294183 0.00770479
0.0323608 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0324892 -0.00294183 0.00770479
0.0324892 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0326177 -0.00294183 0.00770479
0.0326177 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0327461 -0.00294183 0.00770479
0.0327461 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0328745 -0.00294183 0.00770479
0.0328745 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0330029 -0.00294183 0.00770479
0.0330029 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0331313 -0.00294183 0.00770479
0.0331313 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0332597 -0.00294183 0.00770479
0.0332597 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0333882 -0.00294183 0.00770479
0.0333882 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.0335166 -0.00294183 0.00770479
0.0335166 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.033645 -0.00294183 0.00770479
0.033645 -0.00294183 0.00770479     0.0337734 -0.00294183 0.00770479
0.0337734 -0.00294183 0.00770479     0.0337734 -0.00294183 0.00770479
0.0337734 -0.00294183 0.00770479     0.0337734 -0.00294183 0.00770479
0.0337734 -0.00294183 0.00770479     0.0337734 -0.00294183 0.00770479
0.0337734 -0.00294183 0.00770479     0.0337734 -0.00294183 0.00770479
0.0337734 -0.00294183 0.00770479     0.0337734 -0.00294183 0.00770479
0.0337734 -0.00294183 0.00770479     0.0337734 -0.00294183 0.00770479
0.0337734 -0.00294183 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0337734 -0.00308191 0.00770479
0.0337734 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0339018 -0.00308191 0.00770479
0.0339018 -0.00308191 0.00770479     0.0340302 -0.00308191 0.00770479
0.0340302 -0.00308191 0.00770479     0.0340302 -0.00308191 0.00770479
0.0340302 -0.00308191 0.00770479     0.0340302 -0.00308191 0.00770479
0.0340302 -0.00308191 0.00770479     0.0340302 -0.00308191 0.00770479
0.0340302 -0.00308191 0.00770479     0.0340302 -0.00308191 0.00770479
0.0340302 -0.00308191 0.00770479     0.0340302 -0.00308191 0.00770479
0.0340302 -0.00308191 0.00770479     0.0340302 -0.00308191 0.00770479
