0 0 0     0.000128416 0 0
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.035186 -0.00308191 0.00784487
0.035186 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0353144 -0.00308191 0.00784487
0.0353144 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0354428 -0.00308191 0.00784487
0.0354428 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0355712 -0.00308191 0.00784487
0.0355712 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00784487
0.0356996 -0.00308191 0.00784487     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0356996 -0.00308191 0.00798496
0.0356996 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0358281 -0.00308191 0.00798496
0.0358281 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00798496
0.0359565 -0.00308191 0.00798496     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0359565 -0.00308191 0.00812505
0.0359565 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.00308191 0.00812505
0.0360849 -0.00308191 0.00812505     0.0360849 -0.003222 0.00812505
0.0360849 -0.003222 0.00812505     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
0.0360849 -0.003222 0.00826513     0.0360849 -0.003222 0.00826513
