0 0 0     -1.77275e-09 2.76094e-05 0
0.00188231 0.00766225 -0.000773044     0.00188231 0.00766225 -0.000773044
0.00188231 0.00766225 -0.000773044     0.00188231 0.00766225 -0.000773044
0.00188231 0.00766225 -0.000773044     0.00188231 0.00766225 -0.000773044
0.00188231 0.00766225 -0.000773044     0.00188231 0.00766225 -0.000773044
0.00188231 0.00766225 -0.000773044     0.00188231 0.00766225 -0.000773044
0.00188231 0.00766225 -0.000773044     0.00188231 0.00766225 -0.000773044
0.00188231 0.00766225 -0.000773044     0.00188231 0.00766225 -0.000773044
0.00188231 0.00766225 -0.000773044     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191072 0.00766326 -0.000772759
0.00191072 0.00766326 -0.000772759     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00191061 0.00766325 -0.000802877
0.00191061 0.00766325 -0.000802877     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00193903 0.00766426 -0.000802589
0.00193903 0.00766426 -0.000802589     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196745 0.00766526 -0.000802296
0.00196745 0.00766526 -0.000802296     0.00196843 0.0076374 -0.000802296
0.00196843 0.0076374 -0.000802296     0.00196843 0.0076374 -0.000802296
0.00196843 0.0076374 -0.000802296     0.00196843 0.0076374 -0.000802296
0.00196843 0.0076374 -0.000802296     0.00196843 0.0076374 -0.000802296
0.00196843 0.0076374 -0.000802296     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00196832 0.0076374 -0.000832414
0.00196832 0.0076374 -0.000832414     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00199674 0.0076384 -0.000832117
0.00199674 0.0076384 -0.000832117     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202515 0.0076394 -0.000831817
0.00202515 0.0076394 -0.000831817     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00202503 0.00763939 -0.000861935
0.00202503 0.00763939 -0.000861935     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205345 0.00764039 -0.00086163
0.00205345 0.00764039 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00205443 0.00761252 -0.00086163
0.00205443 0.00761252 -0.00086163     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208285 0.00761352 -0.000861322
0.00208285 0.00761352 -0.000861322     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00208273 0.00761351 -0.00089144
0.00208273 0.00761351 -0.00089144     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00211114 0.00761451 -0.000891127
0.00211114 0.00761451 -0.000891127     0.00213956 0.00761551 -0.000890811
0.00213956 0.00761551 -0.000890811     0.00213956 0.00761551 -0.000890811
0.00213956 0.00761551 -0.000890811     0.00213956 0.00761551 -0.000890811
0.00213956 0.00761551 -0.000890811     0.00213956 0.00761551 -0.000890811
0.00213956 0.00761551 -0.000890811     0.00213956 0.00761551 -0.000890811
0.00213956 0.00761551 -0.000890811     0.00213943 0.0076155 -0.000920929
0.00213943 0.0076155 -0.000920929     0.00213943 0.0076155 -0.000920929
0.00213943 0.0076155 -0.000920929     0.00213943 0.0076155 -0.000920929
0.00213943 0.0076155 -0.000920929     0.00213943 0.0076155 -0.000920929
